IMPRINT DATE,FileName,TitleUnique?,id,orig language (base),author name,author dates,author transcribed,title catalog,title full,title half,title series,vols,edition trans,pub date,pub date transcribed,pub location,pub transcribed,printer,bookseller,pub notes,format,illustrations,pub cataloger notes,para:preface,para:dedication,para:advertisement,para:to the reader,para:intro,para:note,para:other,para:footnotes,epigraph source transcribed,narrative form primary,narrative form secondary,subscriber list,inscription,marginalia,author claim,author claim type,author gender claim,author gender,advertisement genres,title words:other works,title words:singular nouns,title words:place names,holding institution
1771,Clara_pr3291_c52_l47_1771.clean.txt,Unique copy of title,341508,eng,Clara.,,,"Letters from Clara, or, The effusions of the heart.","Letters from Clara: or, the effusions of the heart. Vol. I.",,,,,1771,1771,London :,"Printed for J. Wilkie, no. 71, in St. Paul's church yard.",,,,Octavo,,"Book-plate on front pastedown of both volumes with the name inscribed on the front free end-paper of the first volume, Lewis C. Kinchela","First sentence: I shall say very little in praise of the letters I here offer to the world under the title of """"Letters from Clara or The effusions of the heart;"""" being well convinced their readers will do, as I should in such a cafe--that is, judge for themselves.""",,,,,,,,,Epistolary,,,TRUE,TRUE,Author (text),Proper name,Female,Female,,,Letter,,University of Pennsylvania
1773,Felicia_pr3356_c54_f44_1773.clean.txt,Unique edition of title,341519,eng,"Collyer, Mary,",d. 1763.,,"Letters from Felicia to Charlotte : containing a series of the most interesting events, interspersed with moral reflections, chiefly tending to prove that the seeds of virtue are implanted in the mind of every reasonable being : in two volumes.","Letters from Felicia to Charlotte; containing a series of the most interesting events, interspersed with moral reflections; chiefly tending to prove that the seeds of virtue are implanted in the mind of every reasonable being. The fourth edition. Corrected and improved. In two volumes. Vol. I.",,,,The fourth edition. Corrected and improved.,1773,MDCCLXXIII.,London :,"Printed for J. Rivington, T. Caslon, J. Johnson, J. Payne and W. Goldsmith.",,,,Duodecimo,,"Published anonymously.  By Mary Collyer.  Cf. Halkett & Laing (2nd ed.) | Bookplate on front pastedown in both volumes that reads """"Dacre.""",,,,,,,,,,Epistolary,,,TRUE,,Editor (text),Generic/Descriptive,Male,Female,,,Letter,,University of Pennsylvania
1776,Maiden_pr3291_a6_l33_1776.clean.txt,No,341538,eng,Lady.,,written by a Lady : in three volumes.,The maiden aunt / written by a Lady : in three volumes.,The maiden aunt. Written by a lady. In three volumes. Vol. I.,,,,,1776,MDCCLXXVI.,London,"Printed for J. Bew, Pater-Noster Row.",,,,Duodecimo,,An epistolary novel.,,,"Full transcription: """"With a heart anxiously trembling for the success it may meet with, does the authoress venture this, her first performance, to the public eye. Conscious how little gratifcation the reader, who delights in teh marvellous, will find in this simple narrative, she dares not hope applause. Yet, as the incidents it contains, as well as the sentiments, are strictly virtuous and delicate; and as the characters are not unworthy imitation, she presumes to recommend it ot the protection of the amiable of her own sex; and to that candid indulgence with which men of taste and genius peruse the product of a female pen.""",,,,,,,Epistolary,,,TRUE,,Author (text),,Female,,,,Aunt,,University of Pennsylvania
1780,Masq_pr3991_a7_e44_1780.clean.txt,No,341549,eng,Author of Eliza Warwick.,,"by the Author of Eliza Warwick, &c. : in four volumes.","Masquerades, or, What you will / by the Author of Eliza Warwick, &c. : in four volumes.","Masquerades; or, what you will. By the author of Eliza Warwick, &c. In four volumes. Vol. I.",,,,,1780,MDCCLXXX.,London,"Printed for J. Bew, in Pater-Noster-Row.",,,,Duodecimo,,"An epistolary novel. | Vol. 1: [2], 232 p.; v. 2: [2], 248 p.; v. 3: [2], 288 p.; v. 4: [2], 299, [5] p. | Advertisements on p. [1]-[5] at end of v. 4.",,,,,,,,,,Epistolary,,,,,Author (text),,Indeterminate,,,,Masquerade,,University of Pennsylvania
1770,Mistakes_pr3736_t734_m5_1770.clean.txt,Unique edition of title,341563,eng,"Treyssac de Vergy, Pierre Henri,",d. 1774.,published by M. Treyssac de Vergy ... : in three volumes.,"The mistakes of the heart, or Memoirs of Lady Carolina Pelham and Lady Victoria Nevil : in a series of letters / published by M. Treyssac de Vergy ... : in three volumes.","The mistakes of the heart: Or, memoirs of Lady Carolina Pelham and Lady Victoria Nevil. In a series of letters. Published by M. Treyssac de Vergy, counsellor in the parliaments of Paris and Bourdeaux. [epigraph]. In three volumes. Vol. I.",,,,,1770,MDCCLXX,Dublin,"Printed for James Potts, and Thomas Walker, booksellers, in Dame-Street.",,,,Duodecimo,,Each vol. has separate t.p. but bound together in one,"""""A book without a preface, like a fine woman in modest dress, will hardly please in this age of refinement. Wit and beauty the slaves of fashion. Ridiculous! Give me a girl of eighteen, graced with her own charms; give me a Clarissa, and my heart and my eyes will feel and enjoy. What need have I of fictitious ornaments?""","Author justifies the dedication by Rousseau's merit. """"Citizen of Geneva"""" was his preferred title. Perhaps intended as parody of Rousseau's own dedicaitons, e.g. his dedication of the Discourse on Inequality to the Republic of Geneva.""",,"Reads: The real merit of these memoirs, not my regard for their author, has induced me to publish them.",,,TRUE,, | Prior,Epistolary,,,,,Author (paratext),Proper name,Male,Male,,,Mistake | Mistake | Mistake,Paris | Paris | Paris,University of Pennsylvania
1777,Mutability_pr3991_a6_l325_1777.clean.txt,No,341572,eng,Lady.,,by a Lady : in two volumes.,"The mutability of human life, or, Memoirs of Adelaide, Marchioness of Melville / by a Lady : in two volumes.","The mutability of human life; or memoirs of Adelaide, Marchioness of Melville. By a lady. In two volumes. Vol. I.",,,,,1777,"M,DCC,LXXVII.",Dublin :,"Printed for S. Price, W. Sleater, W. Whitestone, W. Watson, D. Chamberlaine, J. Hoey, J. Williams, J. Potts, W. Colles, G. Burnet, T. Walker, C. Jenkin, E. Cross, L. White, J. Exshaw, J. Beatty",,,,Duodecimo,,An epistolary novel.,,,,,,,,,,Epistolary,,,,TRUE,Author (text),Generic/Descriptive,Female,Unknown,,,Mutability,Melville,University of Pennsylvania
1771,OldMaid_pr5452_s73_o42_1771.clean.txt,No,341585,eng,"Skinn,",,by Mrs. Skinn ... : in three volumes.,"The old maid; or, History of Miss Ravensworth : in a series of letters / by Mrs. Skinn ... : in three volumes.","The old maid; or, history of Miss Ravensworth. In a series of letters. By Mrs. Skinn, late Miss Masterman, of York. In three volumes. Volume the first.",,,,,1771,MDCCLXXI.,London :,"Printed for J. Bell, at his circulating-library, near Exeter-Exchange, in the Strand; and C. Etherington, at York",,,,Octavo,,"Vol. 1: [4], 200 p.; v. 2: [4], 195, [1] p. (last page blank); v. 3: [4], 154, [14] p. | Advertisements on p. [1]-[14] (2nd count) of v. 3.",,,,"Uses two quotations attributed to Gay, and one unattributed.",,,,,,Epistolary,,,TRUE,,Author (text),Proper name,Female,Female,Fiction | Non-fiction,,Maid,York,University of Pennsylvania
1770,Palinode_pr3736_t734_p3_1771.clean.txt,Unique copy of title,341598,eng,"Treyssac de Vergy, Pierre Henri,",d. 1774.,by Mr. Treyssac de Vergy.,"The palinode, or The triumphs of virtue over love : a sentimental novel, in which are painted to the life the characters and manners of some of the most celebrated beauties in England / by Mr. Treyssac de Vergy.","The palinode: or, the triumphs of virtue over love: a sentimental novel. In which are painted to the life the characters and manners of some of the most celebrated beauties in England. By Mr. Treyssac de Vergy. Vol. I.",,,,,1771,,London,"London: printed for G. Woodfall, Charing-Cross, and T. Evans, No. 54, Paternoster-Row.",,,,Duodecimo,,Publication date of 1771 approximated by Van Pelt Library; not given in text,,"Full transcription: """"Ladies, let your sensibility be the judge of this work, and my desire of pleasing you my advocate. I am, with respect, ladies, your most humble, and devoted servant, Treyssac de Vergy.""",,,,,,,,Epistolary,,,,,Author (text),Proper name,Male,Male,,,Palinode,England,University of Pennsylvania
1773,Royal_pr3991_a1_r63_1773.clean.txt,Unique copy of title,341628,eng,,,,"The Royal adventurers, or The conflict of love : a novel.","The royal adventurers; or, the conflict of love. A novel.",,,,,1773,M DCC LXXIII.,London,"Printed for G. Allen, no. 59, in Pater-noster-Row.",,,,Duodecimo,,,"Discusses the current form and function of the novel, which the speaker generally finds to be not only wrong but even potentially insidious (e.g. """"The adventurers of an imaginary being is generally the theme of these writings [novels]: An abandoned female, a profligate rake, or a reformed debauchee, the principal events of whose life are treated of in books of this sort are the general topic""""), then explains this text properly finds the form and function of the novel (e.g. """"The story is very interesting, the incidents are related in the most correct, clear and concise method imaginable; the language is pure and chaste; all expressions which might afford the lighest shadow of corruption are studiously avoided, and the utmost care has been taken to insert nothing but what will tend to instruct and reform, as well as amuse the mind of the reader."""")""",,,,,,TRUE,,Oeconomy of human life.,Third-person,,,TRUE,,,,,,,,Adventurer,,University of Pennsylvania
1776,School_pr3991_a6_l327_1776.clean.txt,No,341629,eng,Lady.,,written by a Lady : in two volumes.,The school for husbands / written by a Lady : in two volumes.,The school for husbands. Written by a lady. In two volumes. Vol. I.,,,,,1776,M.DCC.LXXVI.,Dublin :,"Printed for S. Price, W. Whitestone, W. Watson, J. Sheppard, D. Chamberlaine, W. Sleater, J. Potts, B. Corcoran, R. Cross, J. Williams, W. Colles, J. Hoey, T. Wilkinson, W. Gilbert, E. Cross, T. Armitage, C. Jenkin, T. Walker, R. Moncrieffe, R. Stewart, W. Spotswood, G. Bonham, H. Burrowes, F. Smith, M. Mills, P. Higly, J. Hillary, J. Exshaw, J. Mehain, J. Beatty, C. Talbot, and S. Colbert.",,,,Duodecimo,,"An epistolary novel. | Issued in one volume, continuously paginated and signed. | No separate title page for volume two. | Pagination misnumbered between p. 120 and 137. | Advertisements on p. [1]-[2] at end. | Underneath the half-title on the half-title page, a quotation from the Critical Review of January 1773, approving the moral lessons that the novel promotes regarding """"the fashionable vice of keeping mistresses"""" and """"conjugal engagements"""" in general.""",,,,,,,,,,Epistolary,,,,,Author (text),Generic/Descriptive,Female,Unknown,Mixed Genre,,School,,University of Pennsylvania
1774,Trinket_pr3291_a2_l34_1774.clean.txt,No,341684,eng,Lady.,,by a lady.,The trinket : a novel / by a lady.,The trinket. A novel. By a lady.,,,,,1774,MDCCLXXIV.,London,"Printed for T. Lowndes, no. 77, in Fleet-Street.",,,,Duodecimo,,"Signatures: [A]2,B-M12,N4. | Publisher's advertisements: p. [1] at the end.",,,,,,,,,,Epistolary,,,,,Author (text),Generic/descriptive,Female,Unknown,Non-fiction,,Trinket,,University of Pennsylvania
1779,Union_pr3991_a6_l328_1779.clean.txt,No,341702,eng,Lady.,,written by a Lady.,"The unfortunate union, or, The test of virtue : a story founded on facts, and calculated to promote the cause of virtue in younger minds / written by a Lady.","The unfortunate union: or, the test of virtue.  A story founded on facts, and calculated to promote the cause of virtue in younger minds.  Written by a lady.",,,,,1779,MDCCLXXIX.,Dublin :,"Printed for Messrs. Price, W. Whitestone, Corcoran, R. Cross, Sleater, Chamberlaine, J. Hoey, Fitzsimons, Exshaw, Williams, Walker, Burnet, Beatty, Jenkin, E. Cross, White, and Perrin.",,,,Duodecimo,,An epistolary novel.,,,,,,,,,,Epistolary,,,,,Author (text),,Female,Unknown,,,Union,,University of Pennsylvania
1779,Coxheath_pr3991_a6_l313_1779.clean.txt,No,379664,eng,Lady.,,by a Lady : in two volumes.,"Coxheath-Camp : a novel, in a series of letters / by a Lady : in two volumes.",Coxheath-Camp: a novel. In a series of letters. By a lady. In two volumes. Vol. I.,,,,,1779,1779,Dublin :,"Printed for Messrs. Price [and 16 others],",,,,Duodecimo,,Issued in 1 volume.,,"The dedication reads: """"To the ladies, both nobility and commoners, who, during the late campaign, disdained not to share, in order to soften the inconveniencies of their husbands' situation, the following little performance is most humbly dedicated: not on interested motives, but merely as a token of that admiration every Briton must feel of conduct so truly compatible with conjugal faith and conjugal affection. A conduct, in a most particular manner, respected and admired by, ladies, your most obedient, humble servant, the author.""",,,,,,,,Epistolary,,,,,Author (text),Generic/descriptive,Female,,,,Novel,,University of Pennsylvania
1779,HermitRock_pr3991_a1_h47_1779.clean.txt,Unique edition of title,379665,eng,,,translated from a French manuscript : in three volumes.,"The Hermit of the rock, or, The history of the Marchioness de Lausanne, and the Comte de Luzy / translated from a French manuscript : in three volumes.",,The hermit of the rock. Vol. I.,,,,1779,1779,Dublin :,"Printed for Messrs. Price [and 14 others],",,,,Duodecimo,,An epistolary novel. | Pagination is continuous.,,"Signed: """"Your Ladyship's most obedient, and very sincere admirer the translator.""""",,,,,,,,Epistolary,,,,,Translator (text),Generic/descriptive,Indeterminate,Unknown,,,Hermit,,University of Pennsylvania
1739,Unfortunate_pr3291_a1_u54_1739.clean.txt,No,380155,eng,,,,"The Unfortunate dutchess, or, The lucky gamester : a novel, founded on a true story.","The unfortunate dutchess: or, the lucky gamester. A novel, founded on a true story.",,,,,1739,MDCCXXXIX.,London :,"Printed for T. Read, in Dogwell-Court, White-Fryers, Fleetstreet.",,,(Price One Shilling.),Octavo,,"Price shown as ""(Price One Shilling.) on title page under imprint, indicating that it was used an advertisement | Pages numbers in brackets on top center of main text | Printer's ornamentation throughout. | First letter begins with a character's thoughts on the genres of the novel and the play, thus establish a model for the reading and appreciation of novels: ""Madam, When I first had the honour of your acquaintance, among those numberless qualities which rendered you so amiable, and your conversation so charming and easy, I found that esteem you had for plays and novels to be none of the least considerable. It speaks a tender soul, and a large portion of wit. To pity a feign'd hero is commendable, because it is a sure argument, that compassion would not be wanting to a real one: and to delight in those things, which have a certain air or passion well represented in them, shews, that the fancy of the reader is little or nothing inferior to that of the writer; for we can take no more pleasure in what we understand not, than in those things which we understand too well. To remove the weight of a few lazy minutes, I send you the fam'd amour of a lady, whom a long scene of gallantry has at last render'd obnoxious to the laws of her country.""",,,,,,,,,Jane Shore | Rowe's,Epistolary,Third-person,,,,,,,,,,Dutchess,,University of Pennsylvania
1791,Monimia_pr3991_a1_m65_1791.clean.txt,Unique copy of title,429890,eng,,,,"Monimia : a novel, in two volumes.",,Monimia.  A novel.  In two volumes.  Vol. I.,,,,1791,M.DCC.XCI.,London,"Printed for W. Lane, at the Minerva, Leadenhall-Street.",,,,Duodecimo,,An epistolary novel.,,,TRUE,,,,,, | Otway,Epistolary,,,,TRUE,,,,,Fiction,,novel,,University of Pennsylvania
1787,Caroline_pr3991_a6_Y676_1787b.clean.txt,Unique copy of title,429935,eng,Young lady.,,by a young lady : in two volumes.,"Caroline, or The history of Miss Sedley / by a young lady : in two volumes.","Caroline: or, the history of Miss Sedley. By a young lady. In two volumes. Vol. I.",,,,,1787,M.DCC.LXXXVII (1787),Dublin :,Printed by W. Sleater.,,,,Duodecimo,,"Reprint of the London, 1787, edition.  Cf. Blakey, D. Epistolary novel, p. 140. | An epistolary novel. | Caption title for 'Vol. II': p. 145.",,,,,,,,Footnotes on p. 82 of Vol. I and p. 253 of Vol. II explain that referenced letters have been omitted from the volume.,,Epistolary,,,TRUE,TRUE,Author (text),Generic/Descriptive,Female,Unknown,,,history,,PU
1793,Stellins_pr3991_a1_s74_1793.clean.txt,Unique copy of title,429975,eng,,,,"Stellins, or The new Werther : in two volumes.",,"Stellins; or, the  new Werter. Vol. I",,,,1793,"M,DCC,XCIII (1793).",London :,"Printed at the Minerva-Press for William Lane, Leadenhall-Street.",,,,,,"An epistolary novel, in imitation of Goethe's Werther. | Advertisements: v. 2, last page.",,,,"Transcription of the first sentences: ""We do not pretend, by giving the title of ""The New Werter"" to the following sheets, to put the work upon a footing with its excellent model.--The Compiler of the letters left the choice of a name to us..."" The editor insists the story is ""founded on real facts"": ""Our history, too, is no romance"" (v.1, ii).",,,TRUE,,Sorrows of Werter.,,,,,,Editor (text),,Indeterminate,Unknown,Fiction,The new Werter,,,
1795,Merchant_pr4149_b9_e6_1795.clean.txt,Unique copy of title,430658,eng,"Bolas, Thomas.",,by Thomas Bolas.,"The English merchant, or, The fatal effects of speculation in the funds / by Thomas Bolas.",,The english merchant.,,,,1795,MDCCXCV (1795),London :,"Printed for William Lane at the Minerva Press, Leadenhall-Street.",,,,Duodecimo,,"On the full title pages of Vol. I and Vol. II, there are stamps that read ""Redwood Library, Newport, RI, Duplicate Sold."" The stamp is in blue; beneath both blue stamps are stamps in red, also from the Redwood Library.",,"The dedication reads: Gentlemen, That the hasty production of two short months, the greater part of which has been engaged in the humble pursuits of my avocation, should afford leisure to the author to produce a work, in all points so correspondently just as to meet that encouragement it otherwise might have done, the candid judicious reader will allow could scarcely be expected; the idea that gave rise to the opinions thus humbly brought into notice, are the consequence of some little observation, and much feeling resulting purely from the interest I have in the prosperity of the state, and the happiness and independence of the commercial world, forming, as it does, so very efficient a part of it; if the original idea is rather slightly pursued, and extraneous matter introduced, in order to render it somewhat more agreeable to the younger part of my readers, and to make it, at the same time, interesting to the lovely and amiable part of the other sex, I trust the desire of so doing will excuse the deviation, it being intended only faintly to pourtray to the intelligent reader what has eventually carried misery into many truly respectable families.""",,Written in verse,,,,,,Epistolary,,,,,Author (text),Proper name,Male,Male,Mixed genre | Mixed genre,,merchant,,University of Pennsylvania
1794,Shepherdess_pq3889_l5_b413_1794.clean.txt,Unique copy of title,430720,fre,"Liomin, Louis-Augustin,",fl. 1792.,translated from the French of M. Liomin.,The shepherdess of Aranville : a romance / translated from the French of M. Liomin.,,The shepherdess of Aranville: a romance.,,,,1794,"M,DCC,XCIV. (1794)",London,"Printed by J. Adlard, no. 39, Duke-Street, West Smithfield: and sold by Owen, no. 168, and Mason, no. 169, Piccadilly; and Parsons, no. 21, Paternoster-Row",,,,Duodecimo,,Translation of: La bergeíÛre d'Aranville. | Translator's dedication signed: S. Beckwith.,,"Transcription of the first sentence: ""Madam, It would be doing injustice to the taste and judgment of your Royal Highness, were I not to acknowledge, that the honor you are pleased to confer on this little work, is more a favor granted to the situation of the translator, than either bestowed on her merit, or that of the performance; and this favor, so little to be hoped for, is perhaps the only one that could have obliged her to give her name to the public.""",,,,,,Author's footnotes appear on pages 70 and 174.,,Third-person,,,TRUE,,Translator (text),,Female,Unknown,,,Shepherdess,Aranville,PU
1791,Labyrinths_pr5178_p66_l3_1791.clean.txt,Unique copy of title,430787,eng,"Pigott, Harriet,",1766-1839.,"by the author of Excessive sensibility, and Fatal follies : in four volumes.","The labyrinths of life : a novel / by the author of Excessive sensibility, and Fatal follies : in four volumes.",,The labyrinths of life. Vol. I.,,,,1791,1791,London,"Printed by G.G.J. and J. Robinson, Pater-Noster-Row,",,,,Duodecimo,,"Published anonymously.  Attributed to Harriet Pigott.  Cf. Halkett & Laing (2nd ed.)  Also attributed to Mrs. Thomson.  Cf. Allibone, S.A.  Critical dictionary of English literature. | Advertisements: v. 4, last 2 leaves.",,"""Madam, Though the practice of dedicating books to distinguished characters has, like other things, been perverted in some instances to low purposes, yet in its origin it was neither unnatural nor unuseful [...] The author was animated with the idea that at least one good judge, whom he was ambitious to please, would read what he wrote: and, in writing, the same idea operated as a monitor, that no sentiment or expression should be suffered to escape the pen of the author, that the judgement, the taste, or the virtue of the party addressed might be ready to condemn. It is on these principles that I have presumed to address to your Grace The Labyrinths of Life, intended to shew, that amidst all the fluctuations of human affairs, however surprising, there is, sooner or latter, a reward for patient and preserving probity and honour.""",,,,,,,,Epistolary,,,TRUE,TRUE,Author (text),Reference to other works,Indeterminate,Unknown,Mixed genre,Excessive sensibility,Labyrinth,,University of Pennsylvania
1721,Excess_pr3506_h94_a682_1721.clean.txt,Unique edition of title,430829,eng,"Haywood, Eliza Fowler,",1693?-1756.,by Mrs. Haywood.,"Love in excess, or, The fatal enquiry : a novel / by Mrs. Haywood.","Love in excess; or the fatal enquiry, a novel.  Part the first.  By Mrs. Haywood.  The third edition corrected.",,,,The third edition corrected.,1721,M.DCCXXI. (1721),London,"Printed for W. Chetwood, at Cato's-Head in Russel-Street, Covent-Garden.",,,Price six-shillings.,Octavo,,"Vignettes in title-pages, head and tailpieces. | Each part has separate t.-p. and pagination. | T.p. for part 2 has imprint: Printed for W. Chetwood ... and sold by J. Roberts.",,,,,,,TRUE,, | Lansdown.,Third-person,Letters,,,,Author (text),Proper name,Female,Female,Mixed genre | Fiction,,love,,University of Pennsylvania
1769,NewClar_pq1995_l75_n613_1769.clean.txt,Unique edition of title,431007,fre,"Leprince de Beaumont,",1711-1780.,by Madame de Beaumont.,The new Clarissa : a true history / by Madame de Beaumont.,The new Clarissa: a true history. By Madame de Beaumont. Volume the first.,,,,,1769,MDCCLXIX. (1769),Dublin :,"Printed for J. Exshaw and J. Potts, in Dame-street, and J. Williams in Skinner-row.",,,,Duodecimo,,"Translation of: La nouvelle Clarisse, histoire veíÅritable. | Cf. Raven, J.  British fiction, 1750-1770, 1325, Notes, for reference to this work. | Bookplate - ""Nec volenti nec volenti.""  Front pastedown.  Edward Westby, Esq. | An unlabeled author's note appears at the end of the last letter of Vol. II. It is written in italics. It reads: ""The two friends left off writing, because lady Balfour went to visit her friend, along with Mrs. Darby, and staid there a considerable time.""",,,,,,,,"On p. 286 of Vol. I, a footnote is denoted with an asterisk; it clarifies information on the world external to the novel (""A Carthusian monastery, which practices the greatest austerities."")",,Epistolary,,,TRUE,,Author (text),Proper name,Female,Female,,,History,,University of Pennsylvania
1768,Honor_pr3348_c65_w6_1768.clean.txt,Title not previously digitized,431188,eng,"Cleland, John,",1709-1789.,,The woman of honor : in three volumes.,The woman of honor.  In three volumes. Volume I.,,,,,1768,MDCCLXVIII. (1768),Dublin,"Printed for James Williams, in Skinner-Row.",,,,Duodecimo,,"Published anonymously.  Dubiously attributed to John Cleland.  Cf. BM. | Each vol. has separate t.p.; first leaf of each gathering includes vol. designation. | Vols. I-III bound in one volume. | Signatures: Aå_ B-Oå_å_ På_. | Running titles change to reflect the letters on each page.  The format is ""[author of letter]"" (verso); ""to [recipient]"" (recto).  For example: Clara Maynwaring (verso) to Lady Harriet (recto). | First page following cover and back pastedown designed to look like envelopes.",,,,,,,,Appears on p. 57 of Vol. I; explains omission of letters from the text.," | Bacon, Lord Verulam.",Epistolary,,,,TRUE,,,,,Fiction | Mixed genre | Ficton,,Woman,,University of Pennsylvania
1785,Frolics_pr5233_r27_c3_1777.clean.txt,Unique edition of title,431356,eng,"Thomas, Rowley.",,by Rowley Thomas.,"The frolics of fancy : a familiar epistle, characteristic of Tristram Shandy, to Charles Reynolds, Esq; / by Rowley Thomas.","The frolics of fancy, a familiar epistle, characteristic of Tristram Shandy, to Charles Reynolds, Esq; by Rowley Thomas. Second edition, with large additions.",,,,"Second edition, with large additions.",1785,MDCCLXXXV.,Shrewsbury :,"Printed for the author, by J. Eddowes,",,,,Quarto,,"""Rowley Thomas is probably a pseudonym."" -- BM. | The novel is bound together with  ""Capitivity"" and ""Celadon and Lydia"", by Mary Robinson; the works by Robinson and Thomas were printed separately, as the page numbers start at page 2 for ""The frolics of fancy"". | Reprint of the first edition of 34 pages. | Writing in pencil on the recto of the first endpaper describes the two works that are bound together, and gives their publiation date. | Bookplate on front pastedown reads: ""Ex Libris --- Percival F. Hinton"". | Author claim appears in text on page 5. Author claim type: Author (text); Author claim description: Generic/Descriptive; Author claim transcription: And now, Thalia, come again, --- And give me Tristram Shandy's pen; --- For Tristram Shandy we'll describe; Author claim location: Middle; Author gender claim: indeterminate; Actual gender: male.",,,,,,,,"A footnote appearing on page 19 references the author's time as a clerk to John Ashby, Esq.", | Juv.,Epistolary,,,,,Author (text),,Male,Male,,Tristram Shandy,Frolic,,
1787,Cassem_pr3291_a1_l561787.clean.txt,No,431370,eng,,,,"The Life of Cassem, the son of Hamid, a noble Arabian : translated from an oriental manuscript.","The life of Cassem, the son of Hamid, a noble Arabian.  Translated from an Oriental manuscript.",,,,,1787,,Boston,"Printed by Samuel Hall, in State-Street.",,,,,,"Signed: Cassem. | The date of publication was not listed on the title page, but is known to be 1787. | Alleged author Bezaliel Bryant was born 27 July, 1765 in Bridgewater, MA.","First lines read: ""The eastern way of writing hath been justly admired in all ages.  The bold metaphors and noble simplicity almost peculiar to the orientals add a lustre to their compositions, not to be rivalled by the greatest orators of Greece and Rome.""",,,,,,TRUE,"Footnote in the preface, p. ii: ""Vide Longinus de sublimate."" Reference to the world external to the novel.",,Third-person,,,TRUE,TRUE,Translator (text),Generic/Descriptive,,Unknown,,,Life,,PU
1760,LauraHermit_pr3671_r4_f75_1700z.clean.txt,Unique copy of title,553887,eng,"Rowe, Elizabeth Singer,",1674-1737.,written by the celehrated [sic] Mrs. Rowe ...,"The history of Laura, and the handsome hermit : in six letters / written by the celehrated [sic] Mrs. Rowe ...",,"The history of Laura, and the handsome hermit, in six letters. Written by the celehrated [sic] Mrs. Rowe, author of the Letters from the dead to the living. [...] Amoret to Corsica.",,,,1700,17--],[London :,"s.n.,",,,Legacy metadata,Quarto,,"These letters form part of the Letters moral and entertaining, which were usually published with editions of Friendship in death. | Apparently printed in this form as a piece of advertising. On verso of t.p.: full-page advertisement for ""letter press printing"" at no. 28, Great Tower Street, London. | Caption title: Six letters, from Laura to Aurelia. | ""Amoret to Corisca"" (a poem): p. 31-32. | Library marginalia on  p. 32",,,,,,,TRUE,,,Epistolary,,,,TRUE,Author (text),Proper name,Female,Female,Miscellaneous,Letters from the dead to the living,History,,PU
1786,Manon_pq2021_m3_e5_1786.clean.txt,No,1761820,fre,"PreíÅvost,",1697-1763.,,"Manon L'Escaut, or The fatal attachment : a French story.","Manon l'Escaut: or, the fatal attachment. A french story. Volume I.",,,,,1786,MDCCLXXXVI.,London,Printed for T. Cadell in the Strand.,,,,Duodecimo,,Translation by Charlotte Turner Smith of Manon Lescaut.  Cf. Garside and Raven.,"Explains reasons for and methods of translation (e.g. ""I do not pretend to have adhered very closely to a maxim I have somewhere seen, that 'fidelity is the first duty of a translator.' I found the short sentences of the original, if closely copied, would be so very unpleasant to an English ear, that I have throughout lengthened the periods..."")",,,,,,TRUE,,,First-person,,,TRUE,,,,,,,,Attachment,,University of Pennsylvania
1769,Constantia_pr3991_a1_c6643_1769.clean.txt,Title not previously digitized,1798493,eng,,,,Constantia and her daughter Julia : an Italian history : with a discourse on romances.,"Constantia and her daughter Julia, an Italian history; with a discourse on romances. Vol. I.",,,,,1769,"M,DCC,LXIX.",Dublin,"Printed by D. Chamberlaine, J. Potts, J. Hoey, jun. J. Williams, and C. Ingham.",,,,Duodecimo,,"Two volumes bound together. After v.1 ends, p.136, pagination restarts from 3. | Library-related marginalia; pencil and ink; back paste-down endpaper. | J. Williams and C. Ingham, printed by, do not have VIAF entries. Their full names and Williams's death date were sourced from A dictionary of members of the Dublin book trade 1550-1800 (Pollard). | Essay proposes that history is fictional: ""...The boasted histories they continually have in their hands, and so much admire, are for the most part but rough compilations of dates and supposed events, which have all the fiction of a romance without being so interesting, or supported with equal grace, style, or probability: the existence of their Semiramis, Romulus, and Cyrus is as difficult to prove as that of those heroes who are stiled children of the imagination.""",,,,,,,TRUE,,,Third-person,First-person,,,TRUE,,,,,,,Daughter,,PU
1719,Nazarenes_pr3291_a1_s43_1719.clean.txt,No,1802363,eng,,,,The secret history of the Prince of the Nazarenes and two turks : to which is added The fatal amour between a beautiful lady and a young nobleman.,"The secret history of the prince of the Nazarenes and two turks. To which is added, the fatal amour between a beautiful lady, and a young nobleman.",,,,,1719,1719,London,"Printed, for J. Moore, near St. Paul's-Church-Yard",,,,Folio,,"Pagination imperfect: p. 6 repeated, p. 14 omitted. | ""Fatal amour"": p.27-66. | After publication info on TP: ""[Price One Shilling]"" | ""Two Turks"" on TP is printed in blackletter. | Pages 1-25 consist of ""The Secret History"", while pages 27-66 consist of ""The Fatal Amour"". ""The Secret History"" is in third-person, while ""The Fatal Amour"" is epistolary interspersed with editorial remarks. | Library marginalia: back free and pastedown endpapers, final page of text (66). | Rebound. | Bookseller J. Moore fictitious (ESTC).",,,,,,,,"""* 'Tis presumed by the compiler of these sheets, that the explanation of this heroglyphick, is the peculiar province of the pseudo-Nazarene students, grazing upon the banks of Isis, and famous for inventing annually dark and amusing AEigma's.""",,Third-person,Epistolary,,,,,,,,,,Prince,,PU
